ID,name,sub_category,country_name,launched,deadline,goal,pledged,currency,backers,outcome
520,"Eternity Dice - Prestige Edition","Tabletop Games",US,"2013-11-06 00:00:00","2013-12-01 00:00:00",2000,14851,USD,178,successful
12367,"Escape the Nightmare","Tabletop Games",GB,"2015-10-27 00:00:00","2015-11-25 00:00:00",9031.11,14729.73,GBP,649,successful
13043,"Desert Island","Tabletop Games",US,"2014-10-27 00:00:00","2014-11-26 00:00:00",10000,14692,USD,392,successful
9588,"UnTied States "Capitalists" Playing Cards (EPCC) Ember Waves","Playing Cards",US,"2015-05-09 00:00:00","2015-06-23 00:00:00",13500,14658,USD,238,successful
11178,"Infected: The board game - Tabletop magnetic strategy game","Tabletop Games",MX,"2016-12-21 00:00:00","2017-01-25 00:00:00",9475.08,14535.48,MXN,213,successful
13939,"TITLE BOUT II: The Best in Boxing Board Game Simulations!","Tabletop Games",US,"2017-10-17 00:00:00","2017-11-16 00:00:00",8000,14485,USD,185,successful
2476,"Rampunctious: The Game of Terrible Puns","Tabletop Games",IE,"2017-03-13 00:00:00","2017-04-13 00:00:00",10630.04,14354.81,EUR,379,successful
8744,"Deck of Thieves","Tabletop Games",US,"2013-02-15 00:00:00","2013-03-19 00:00:00",6000,14320,USD,702,successful
4900,"The Miskatonic School for Girls: Holiday Break Expansion","Tabletop Games",US,"2014-04-09 00:00:00","2014-04-29 00:00:00",12500,14181,USD,340,successful
4757,"Spectrum 52 & Spectrum EDGE Playing Cards U.S.P.C.C.","Playing Cards",US,"2015-02-18 00:00:00","2015-03-22 00:00:00",12500,14090.5,USD,246,successful
5557,"Trash Pandas - the card game.","Tabletop Games",US,"2017-07-06 00:00:00","2017-08-05 00:00:00",200,13612,USD,683,suspended
2209,"Dead Man's Draw - A Card Game of Risk and Reward","Tabletop Games",US,"2013-10-10 00:00:00","2013-11-09 00:00:00",16500,13348,USD,431,failed
13856,"Cthulhu Wars auf Deutsch (Canceled)","Tabletop Games",US,"2014-12-06 00:00:00","2015-01-12 00:00:00",40000,13254,USD,96,canceled
4643,ManaSurge,"Tabletop Games",US,"2015-10-27 00:00:00","2015-11-25 00:00:00",8000,13160,USD,473,successful
645,"Vikings of Dragonia","Tabletop Games",US,"2015-05-19 00:00:00","2015-06-19 00:00:00",22000,13066,USD,226,failed
14001,"Whatever: A Party Game","Tabletop Games",US,"2017-11-17 00:00:00","2017-12-17 00:00:00",11500,12960,USD,162,successful
5535,"BOWL-A-RAMA Playing Cards","Playing Cards",US,"2015-03-12 00:00:00","2015-04-17 00:00:00",10000,12895,USD,328,successful
2870,"Realms Playing Cards","Playing Cards",HK,"2017-02-24 00:00:00","2017-03-26 00:00:00",4993.89,12803.04,HKD,295,successful
9584,"Cahoots Card Game of "Co-opetition" 3-4 Players by Jay Treat","Tabletop Games",US,"2017-10-10 00:00:00","2017-10-30 00:00:00",5000,12776,USD,707,successful
667,"Hana Signature Decks","Playing Cards",US,"2017-03-28 00:00:00","2017-03-30 00:00:00",100,12701,USD,101,successful
13549,"Cowboys Rebranded","Tabletop Games",US,"2017-10-24 00:00:00","2017-11-07 00:00:00",20000,12650,USD,162,failed
6556,"Pulp Alley's Lost World of Lemuria","Tabletop Games",US,"2017-09-07 00:00:00","2017-10-07 00:00:00",875,12508,USD,199,successful
1746,"Brothers of Iron","Tabletop Games",GB,"2013-07-23 00:00:00","2013-08-06 00:00:00",776.28,12460.8,GBP,195,successful
2110,""THE OTHER KINGDOM" Collector's Playing Cards","Playing Cards",US,"2016-04-24 00:00:00","2016-05-29 00:00:00",10000,12460,USD,296,successful
462,"Nothing To Declare","Tabletop Games",GB,"2016-11-01 00:00:00","2016-12-01 00:00:00",6942.95,12234.75,GBP,422,successful
4278,"Dice Coins","Tabletop Games",US,"2016-08-18 00:00:00","2016-09-17 00:00:00",12000,12136,USD,197,successful
803,"The Stretch Tarot - Relaunch","Playing Cards",GB,"2015-12-14 00:00:00","2016-01-13 00:00:00",4299.66,12082.04,GBP,191,successful
4392,"Foam Brain Metal Pins - RPG Classes, Meeples and More!","Tabletop Games",US,"2014-06-24 00:00:00","2014-07-04 00:00:00",1000,12071,USD,298,successful
6104,"Diehard Miniatures: Eru-Kin Expansion.","Tabletop Games",GB,"2016-10-04 00:00:00","2016-11-01 00:00:00",3747.28,11997.8,GBP,187,successful
9487,"Wreck Age: Post-Collapse Vehicle kits","Tabletop Games",US,"2017-03-17 00:00:00","2017-04-17 00:00:00",10000,11933,USD,147,successful
7770,"Fox & Chicken - Werewolf hits the henhouse!","Tabletop Games",GB,"2013-04-02 00:00:00","2013-05-01 00:00:00",1555.45,11868.61,GBP,433,successful
12063,"AQUATICA // Exclusive Playing Cards","Playing Cards",GB,"2015-12-04 00:00:00","2016-01-03 00:00:00",11659.77,11841.95,GBP,123,successful
9725,"Willy Miniatures Fantasy Football Human Team","Tabletop Games",ES,"2016-06-03 00:00:00","2016-06-28 00:00:00",5567.49,11840.95,EUR,93,successful
12801,"Wasteland Game Studio 6mm-scale Wargame Buildings","Tabletop Games",CA,"2014-03-11 00:00:00","2014-04-10 00:00:00",1640.99,11816.03,CAD,79,successful
9008,"Robots, Drones, Cybers 28mm miniatures sci-fi alien scenery","Tabletop Games",US,"2017-02-26 00:00:00","2017-03-31 00:00:00",1000,11662,USD,156,successful
8952,"Wizard of Oz playing cards Bicycle & Impressions by L.F Baum","Playing Cards",US,"2015-01-22 00:00:00","2015-02-21 00:00:00",14000,11639,USD,288,failed
11547,"STARDECK: Space-Grade Playing Cards","Playing Cards",US,"2016-10-11 00:00:00","2016-11-10 00:00:00",5000,11351,USD,357,successful
12592,"Pleasant Dreams:  A Card Game of Nightmares","Tabletop Games",US,"2014-03-18 00:00:00","2014-04-21 00:00:00",3000,11327,USD,604,successful
740,"DungeonCraft: Hero vs Guardian -Level 2- Upgraded Edition","Tabletop Games",US,"2012-10-29 00:00:00","2012-12-24 00:00:00",2500,11305,USD,283,successful
1825,"7 & 7 (Seven and Seven)","Tabletop Games",US,"2016-05-03 00:00:00","2016-06-02 00:00:00",9000,11252,USD,356,successful
5527,"28mm Steampunk Inspired Heavy Weapons & Carriage Miniatures","Tabletop Games",GB,"2013-04-05 00:00:00","2013-05-05 00:00:00",922.99,11222.04,GBP,140,successful
13646,"Tabletop Props","Tabletop Games",US,"2014-06-20 00:00:00","2014-07-21 00:00:00",30000,11149,USD,236,failed
13504,"Dwarf Veteran Warband","Tabletop Games",GB,"2016-02-27 00:00:00","2016-03-13 00:00:00",1448.71,11112.35,GBP,231,successful
5289,"StelCon: Infinity","Tabletop Games",US,"2012-03-05 00:00:00","2012-04-04 00:00:00",10000,10951,USD,127,successful
11342,"Barrowmaze Complete for 5e","Tabletop Games",US,"2016-09-21 00:00:00","2016-10-20 00:00:00",6000,10876,USD,215,successful
1673,"Before The Earth Explodes: A retro sci-fi card game.","Tabletop Games",US,"2017-08-01 00:00:00","2017-08-28 00:00:00",6000,10799,USD,427,successful
14320,"Andromeda Fight League","Tabletop Games",US,"2015-11-16 00:00:00","2015-12-16 00:00:00",10000,10786,USD,44,successful
2792,"HSD anthro scifi miniatures","Tabletop Games",US,"2016-06-10 00:00:00","2016-07-10 00:00:00",10000,10617,USD,86,successful
5315,"Channel A","Tabletop Games",US,"2013-02-21 00:00:00","2013-04-01 00:00:00",10000,10569.32,USD,283,successful
3302,"Argo by Bruno Faidutti and Serge Laget (Canceled)","Tabletop Games",BE,"2015-09-27 00:00:00","2015-10-29 00:00:00",55084.89,10407.74,EUR,255,canceled
12035,"Massive Zeppelin Model for 28mm VSF/Pulp Gaming","Tabletop Games",US,"2016-09-15 00:00:00","2016-10-05 00:00:00",1200,10369,USD,34,successful
1600,"Battleborn Legacy","Tabletop Games",US,"2015-03-22 00:00:00","2015-04-21 00:00:00",37000,10333,USD,152,failed
1290,"Hey Bartender! - The Cocktail Themed Party Game","Tabletop Games",US,"2015-05-01 00:00:00","2015-05-31 00:00:00",10000,10215,USD,62,successful
9261,"Expedition Zetta - Charting the Universe","Tabletop Games",SE,"2017-06-13 00:00:00","2017-07-13 00:00:00",26608.31,10130.09,SEK,132,canceled
9520,"Holdfast Tunisia","Tabletop Games",US,"2017-09-18 00:00:00","2017-10-10 00:00:00",2500,10070,USD,120,successful
9830,"Frontline General: Spearpoint 1943 Eastern Front","Tabletop Games",US,"2013-06-01 00:00:00","2013-07-01 00:00:00",16000,10027,USD,142,failed
6612,"Race to the White House","Tabletop Games",US,"2016-07-07 00:00:00","2016-08-06 00:00:00",3000,10016,USD,123,successful
1572,"TONIC - The Card & Dice Game for Musicians","Playing Cards",US,"2015-07-14 00:00:00","2015-08-14 00:00:00",3500,9941.15,USD,352,successful
8074,"Vikings: Great Hall Burning (28mm tabletop wargaming)","Tabletop Games",US,"2017-07-10 00:00:00","2017-07-31 00:00:00",4000,9864,USD,61,successful
8438,"Battle of the Bands: The Deluxe Edition Card Game","Tabletop Games",US,"2016-08-02 00:00:00","2016-09-01 00:00:00",3000,9844,USD,149,successful
9459,"Endless: Fantasy Tactics ~Gaiden~","Tabletop Games",US,"2015-05-22 00:00:00","2015-06-21 00:00:00",6000,9756,USD,65,successful
13320,"Battle Merchants Board Game (Canceled)","Tabletop Games",US,"2013-07-01 00:00:00","2013-08-06 00:00:00",30000,9637,USD,190,canceled
3562,"RONE - Races of New Era","Tabletop Games",US,"2015-11-19 00:00:00","2015-12-26 00:00:00",7000,9473,USD,221,successful
11109,"Bicycle Four Seasons Playing Cards","Playing Cards",US,"2017-06-29 00:00:00","2017-07-29 00:00:00",15000,9473,USD,169,failed
7320,"Cinema of Attractions: Pitch Movies. Get Greenlit.","Tabletop Games",US,"2016-05-18 00:00:00","2016-06-18 00:00:00",16000,9467,USD,202,failed
5485,"THE SUPERSHOW! The world's 1st UCG, Unpredictable Card Game.","Tabletop Games",US,"2014-09-24 00:00:00","2014-11-04 00:00:00",8000,9451,USD,131,successful
9165,"HERO: Prepare your champion with transparent cards!","Tabletop Games",DE,"2016-06-30 00:00:00","2016-07-31 00:00:00",22311.97,9419,EUR,143,failed
13865,"Knights Quest Family Card Game","Tabletop Games",US,"2013-07-17 00:00:00","2013-08-06 00:00:00",6000,9234,USD,196,successful
1851,"Kongo Afrika","Tabletop Games",US,"2017-11-10 00:00:00","2017-12-05 00:00:00",3500,9158,USD,61,successful
4715,"DINOMALS™: The Card Game","Tabletop Games",US,"2017-09-12 00:00:00","2017-10-12 00:00:00",6000,9143,USD,259,successful
8558,"Main Event: A Card Game Battle Royale","Tabletop Games",US,"2015-03-24 00:00:00","2015-04-23 00:00:00",9000,9130,USD,89,successful
9578,"DarkStar - A Space Civilization Power Struggle Game","Tabletop Games",US,"2013-11-08 00:00:00","2013-11-27 00:00:00",5000,9087,USD,176,successful
43,"Little Fears Nightmare Edition - Blessed are the Children","Tabletop Games",US,"2013-08-22 00:00:00","2013-09-21 00:00:00",1500,9071,USD,164,successful
6226,"He Who Laughs Last - A Cthulhu Dark RPG Scenario","Tabletop Games",US,"2014-02-10 00:00:00","2014-03-15 00:00:00",3000,9031.16,USD,385,successful
7233,"Critters Below - Starvation has never been so much fun!","Tabletop Games",NL,"2017-03-07 00:00:00","2017-04-04 00:00:00",15945.06,8987.7,EUR,171,canceled
5859,"Diamon Playing Cards N° 2 The Summer Season","Playing Cards",NL,"2017-07-02 00:00:00","2017-08-01 00:00:00",5637.31,8956.8,EUR,258,successful
4140,"Mice & Dice from Stesso Games (Canceled)","Tabletop Games",US,"2014-03-07 00:00:00","2014-04-09 00:00:00",20000,8744,USD,176,canceled
4515,"World of the Dead","Tabletop Games",US,"2012-11-21 00:00:00","2012-12-21 00:00:00",5000,8732,USD,114,successful
9698,"Creature's Secrets: Animal Divination Card Deck!","Playing Cards",US,"2015-03-10 00:00:00","2015-04-09 00:00:00",8000,8701,USD,76,successful
8988,BattleAxe,"Tabletop Games",US,"2013-09-23 00:00:00","2013-10-23 00:00:00",110000,8541,USD,130,failed
6806,"28mm Modular Sci-fi Buildings & Scenery - OpenLOCK","Tabletop Games",GB,"2017-08-22 00:00:00","2017-09-12 00:00:00",951.14,8484.16,GBP,113,successful
12141,"28mm Landsknechts","Tabletop Games",GB,"2017-01-18 00:00:00","2017-02-17 00:00:00",124.24,8341.62,GBP,108,successful
4422,"Dungeon Worlds Part 2","Tabletop Games",US,"2016-02-17 00:00:00","2016-03-03 00:00:00",4200,8223.11,USD,46,successful
1838,"RPG and Miniature Gaming Battle Maps","Tabletop Games",US,"2012-07-03 00:00:00","2012-08-12 00:00:00",14000,8171,USD,202,failed
2370,"That's What She Said Game ®","Tabletop Games",US,"2013-12-06 00:00:00","2014-01-23 00:00:00",14000,8077,USD,224,failed
425,"Quest: Awakening of Melior","Tabletop Games",US,"2015-06-25 00:00:00","2015-07-27 00:00:00",6500,8076,USD,242,successful
12936,"Pizza Theory - The Pizza Toppings Game","Tabletop Games",US,"2011-10-31 00:00:00","2011-12-30 00:00:00",4175,8042.35,USD,222,successful
12842,"Champions of the Galaxy: The Live Event","Tabletop Games",US,"2014-03-07 00:00:00","2014-04-06 00:00:00",7500,7986,USD,85,successful
2491,"Tooth and Sword","Tabletop Games",GB,"2014-06-11 00:00:00","2014-07-02 00:00:00",5143.06,7949.46,GBP,95,successful
11098,"Pixl Adventure: Dungeon Quest - A Retro Pixel Card Game","Tabletop Games",US,"2015-04-11 00:00:00","2015-05-11 00:00:00",4000,7888,USD,213,successful
7922,"Jetsetter Playing Cards. Printed by Legends Playing Card Co.","Playing Cards",US,"2015-01-20 00:00:00","2015-02-19 00:00:00",6500,7861,USD,214,successful
1872,"Gorilla Deck Bicycle Playing Cards","Playing Cards",US,"2016-06-14 00:00:00","2016-06-25 00:00:00",5000,7857,USD,272,successful
6717,"Fallen City of Karez (Canceled)","Tabletop Games",US,"2012-06-28 00:00:00","2012-08-13 00:00:00",20000,7785,USD,131,canceled
8538,"Mists of Akuma: Eastern Fantasy Noir Steampunk for D&D 5E","Tabletop Games",US,"2016-04-30 00:00:00","2016-05-31 00:00:00",7000,7720,USD,200,successful
1164,"Crokinole | Wood tabletop game with built-in chip storage","Tabletop Games",CA,"2017-10-19 00:00:00","2017-11-22 00:00:00",4721.44,7692.01,CAD,54,successful
10619,"Castles & Crusades: 7 Days in Bergholt","Tabletop Games",US,"2017-09-12 00:00:00","2017-09-20 00:00:00",500,7654,USD,149,successful
6821,"Gobby - The card game that's a GOB full of FUN!","Tabletop Games",AU,"2016-07-09 00:00:00","2016-08-14 00:00:00",7613.25,7613.25,AUD,218,successful
2112,"Joker and the Thief: Dystopia Playing Cards","Playing Cards",AU,"2016-10-31 00:00:00","2016-12-01 00:00:00",13736.26,7573.51,AUD,267,failed
3265,"El Presidente","Tabletop Games",IE,"2015-10-22 00:00:00","2015-11-21 00:00:00",16927.99,7552,EUR,150,failed
5967,"The Z Deck - A new card game platform","Tabletop Games",US,"2013-09-08 00:00:00","2013-10-08 00:00:00",7000,7551.66,USD,103,successful
8955,"Wander - by Red Panda Miniatures ©2016","Tabletop Games",US,"2016-06-20 00:00:00","2016-07-15 00:00:00",6000,7508,USD,140,successful
8936,"Stone Textured Foam Sheets for Wargames and RPG Scenery","Tabletop Games",GB,"2016-08-17 00:00:00","2016-09-07 00:00:00",1998.85,7497.3,GBP,154,successful
11602,"Into the Black: Boarding Party","Tabletop Games",CA,"2017-08-31 00:00:00","2017-09-29 00:00:00",10369.77,7463.83,CAD,143,failed
1492,"BattleBards - Fantasy Audio for Tabletop Gamers Done Right!","Tabletop Games",US,"2015-04-14 00:00:00","2015-05-14 00:00:00",10000,7433,USD,77,canceled
4211,"The Future of Big Kid Games","Tabletop Games",US,"2017-01-09 00:00:00","2017-01-30 00:00:00",5000,7285,USD,30,successful
6036,"DARK SKIES 1942 a 15 mm aerial wargame (Canceled)","Tabletop Games",ES,"2015-10-03 00:00:00","2015-11-04 00:00:00",23900.83,7228.92,EUR,74,canceled
1689,"Tabletop Towns - Hab Cubes","Tabletop Games",GB,"2014-09-13 00:00:00","2014-10-14 00:00:00",7084.48,7165.88,GBP,123,successful
9024,"Interregnum - Build your realm and claim the crown","Tabletop Games",US,"2015-06-02 00:00:00","2015-07-02 00:00:00",20000,6804,USD,126,canceled
10684,"Street Wars NYC: 1970's Street Gang Miniatures Game","Tabletop Games",GB,"2017-07-05 00:00:00","2017-07-30 00:00:00",6572.89,6784.54,GBP,88,successful
6284,"SUCCESS- "The Key to Success is in Your Hands"","Tabletop Games",US,"2016-06-13 00:00:00","2016-07-13 00:00:00",25000,6757,USD,56,failed
6134,"Warring Kingdom-First Edition","Tabletop Games",US,"2013-12-02 00:00:00","2014-01-09 00:00:00",12000,6728,USD,139,failed
84,"Berghain: A Game for 2–6 Players About Getting In","Tabletop Games",SE,"2016-11-07 00:00:00","2016-12-07 00:00:00",9806.06,6720.96,SEK,240,suspended
5709,"Magnificent, Luxury Playing Cards","Playing Cards",US,"2016-11-24 00:00:00","2016-12-23 00:00:00",18000,6651,USD,79,failed
12714,"Apocalypse Prevention, Inc. 2nd Ed (DGS and Savage Worlds)","Tabletop Games",US,"2014-10-03 00:00:00","2014-11-07 00:00:00",6000,6641,USD,162,successful
7968,"Panic at the Dojo: A Tabletop Game of Martial Arts Whimsy","Tabletop Games",US,"2016-10-21 00:00:00","2016-11-21 00:00:00",6000,6620.01,USD,213,successful
13143,"Dragon Dynasty Bicycle® Playing Cards","Tabletop Games",GB,"2013-11-14 00:00:00","2013-12-14 00:00:00",13085.79,6611.6,GBP,234,failed
7173,"Puzzle Me! - A Family-Friendly Board Game","Tabletop Games",US,"2011-12-02 00:00:00","2012-01-31 00:00:00",5000,6501,USD,299,successful
11129,"Di Renjie - Deduction Card Game for 2 to 6 Players","Tabletop Games",US,"2012-02-22 00:00:00","2012-03-23 00:00:00",5000,6471,USD,280,successful
11112,"Swords in the Stone - Arthurian themed d6 Dice!","Tabletop Games",US,"2017-08-14 00:00:00","2017-09-03 00:00:00",2200,6444,USD,198,successful
1455,"Con Quest: A Convention-themed Card Game (Canceled)","Tabletop Games",US,"2014-01-21 00:00:00","2014-03-21 00:00:00",7500,6436,USD,70,canceled
9983,"Steampunk Cthulhu Bicycle Deck - Extended Print Run","Tabletop Games",US,"2013-06-03 00:00:00","2013-06-08 00:00:00",500,6425.06,USD,262,successful
10031,"Angry Ogre Games Presents All the Board Games!!!","Tabletop Games",US,"2014-03-29 00:00:00","2014-05-28 00:00:00",5000,6237.5,USD,57,successful
4264,"LandEscapes: RPG and Miniature Fantasy Game Poster Maps","Tabletop Games",US,"2012-11-07 00:00:00","2012-12-07 00:00:00",30000,6231,USD,97,failed
9241,"FN BS The Game","Tabletop Games",US,"2017-01-26 00:00:00","2017-02-25 00:00:00",5000,6206.99,USD,129,successful
6194,"Materia - An Alchemy Card Game","Tabletop Games",US,"2017-07-10 00:00:00","2017-08-12 00:00:00",3000,6192,USD,198,successful
11408,"RPG Tablecloth Battleground","Tabletop Games",DE,"2016-05-29 00:00:00","2016-07-10 00:00:00",5564.03,6176.07,EUR,105,successful
7142,"BEEP. BEEP. ATTACK!","Tabletop Games",US,"2015-02-06 00:00:00","2015-03-08 00:00:00",5000,6167,USD,86,successful
2353,"In Harms Way Naval Game","Tabletop Games",US,"2016-04-25 00:00:00","2016-06-24 00:00:00",6000,6156,USD,44,successful
9401,"Bite off more than you can chew in Monster Town","Tabletop Games",AU,"2014-04-11 00:00:00","2014-05-11 00:00:00",5615.87,6107.26,AUD,28,successful
2125,"12 Days","Tabletop Games",US,"2012-09-14 00:00:00","2012-10-14 00:00:00",5000,6050,USD,221,successful
921,"Petri Wars","Tabletop Games",US,"2015-06-04 00:00:00","2015-07-06 00:00:00",16000,6023,USD,123,failed
9838,"Hearts Blazing","Tabletop Games",US,"2016-05-02 00:00:00","2016-06-01 00:00:00",5972,6023,USD,235,successful
14721,"INFINIPUZZLE - Out of the Ordinary.","Tabletop Games",US,"2013-02-07 00:00:00","2013-03-18 00:00:00",3700,5928,USD,128,successful
5272,"A Tragedy in Five Acts","Tabletop Games",US,"2012-10-05 00:00:00","2012-11-05 00:00:00",3500,5885,USD,201,successful
3097,"Table Full Of Awesome Gaming Terrain and Aides!","Tabletop Games",US,"2015-04-17 00:00:00","2015-05-22 00:00:00",7500,5848,USD,51,failed
2739,"The Sword of the Bastard Elf - A Two-Fisted Fantasy Gamebook","Tabletop Games",GB,"2016-11-22 00:00:00","2016-12-13 00:00:00",1244.37,5838.58,GBP,241,successful
10197,"The Award Winning Game","Tabletop Games",AU,"2015-09-15 00:00:00","2015-10-15 00:00:00",26124.82,5805.52,AUD,190,failed
6040,"Vasty Wilds: The Card-Based Board Game","Tabletop Games",US,"2017-08-29 00:00:00","2017-09-18 00:00:00",4000,5732,USD,101,successful
1082,Elements,"Tabletop Games",US,"2016-03-31 00:00:00","2016-04-30 00:00:00",5000,5727.01,USD,130,successful
13849,"Have a Merry 12 Days of Christmas--from Eagle-Gryphon Games!","Tabletop Games",US,"2014-12-13 00:00:00","2014-12-26 00:00:00",1000,5710,USD,542,successful
10930,"EXUVIAE: Relics of House Dragonfly","Tabletop Games",GB,"2017-03-31 00:00:00","2017-04-30 00:00:00",2329.1,5701.12,GBP,293,successful
8273,"The Best Expansion Ever for the Worst Game Ever","Tabletop Games",US,"2015-06-23 00:00:00","2015-07-14 00:00:00",1000,5689,USD,243,successful
14555,"Summon the Dragons! Another Unique Dice Tower","Tabletop Games",US,"2013-04-15 00:00:00","2013-05-15 00:00:00",1000,5680,USD,152,successful
12552,"Midnight Legion: The World Reborn","Tabletop Games",US,"2017-03-01 00:00:00","2017-04-01 00:00:00",1500,5603,USD,177,successful
12372,"Steampunk Menagerie in 28mm","Tabletop Games",GB,"2014-12-22 00:00:00","2015-01-21 00:00:00",1498.46,5557.8,GBP,85,successful
3205,"Sleeper RPG: A conspiracy horror tabletop roleplaying game","Tabletop Games",GB,"2015-01-16 00:00:00","2015-02-15 00:00:00",3075.13,5507.55,GBP,133,successful
11125,"Street & Track Tape","Tabletop Games",US,"2015-03-05 00:00:00","2015-04-04 00:00:00",7500,5422,USD,148,failed
7071,"All out War - Battleground, volume 1","Tabletop Games",CA,"2017-11-13 00:00:00","2017-12-18 00:00:00",7872.16,5319.22,CAD,97,canceled
8534,"Weekend in Vegas","Tabletop Games",US,"2014-06-12 00:00:00","2014-07-18 00:00:00",20000,5307,USD,45,failed
13148,"WARPOD: The Battle Of Junker Forge","Tabletop Games",NZ,"2017-09-25 00:00:00","2017-10-15 00:00:00",2099.66,5275.06,NZD,45,successful
5774,"Cheap Shot - The Game of Insult Rummy","Tabletop Games",US,"2012-08-16 00:00:00","2012-09-15 00:00:00",5000,5252.2,USD,71,successful
4922,"IRON and ALE","Tabletop Games",US,"2013-08-27 00:00:00","2013-09-26 00:00:00",35000,5236,USD,138,failed
4225,"GameKnight Tokens","Tabletop Games",US,"2015-12-21 00:00:00","2016-01-27 00:00:00",1000,5209,USD,53,successful
9587,"ZOE  DICE / 100% Carbon Fiber","Tabletop Games",US,"2015-11-03 00:00:00","2015-12-04 00:00:00",5000,5204,USD,199,successful
5769,Seriously?!,"Tabletop Games",US,"2013-07-12 00:00:00","2013-08-11 00:00:00",100000,5161,USD,90,failed
3440,"DiceAFARI: A Photo Safari Board Game","Tabletop Games",US,"2011-11-14 00:00:00","2011-12-20 00:00:00",5000,5130.01,USD,117,successful
5681,"Cold Steel Wardens:  Roleplaying in the Iron Age of Comics","Tabletop Games",US,"2012-11-30 00:00:00","2013-01-02 00:00:00",4500,5075,USD,97,successful
3279,"Assassin´s club","Tabletop Games",ES,"2016-11-09 00:00:00","2016-12-10 00:00:00",4801.92,5062.89,EUR,73,successful
2333,"Stars of Empire a VSF/Steampunk RPG","Tabletop Games",US,"2016-06-12 00:00:00","2016-08-11 00:00:00",4000,4973,USD,78,successful
